Pincode,Pickup,Delivery,city,state,Oda Charge BucketName,Oda Charge BucketValue,Opa Extra Tat,Oda Extra Tat
122227,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122228,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122229,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122230,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122231,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122232,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122233,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122234,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122383,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
122415,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
122416,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
122501,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,0
122507,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
122520,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
122555,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
123003,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
123004,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123020,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123022,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123025,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123026,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123104,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
123105,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
123107,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
123108,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
123109,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123201,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123304,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123305,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123306,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
123307,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123308,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
123309,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
123310,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
123400,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
123405,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,0
123413,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
123414,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
123456,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
123457,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
123502,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
123503,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
123504,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
123505,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
123506,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
123507,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,0
123508,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124002,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124003,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
124004,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124005,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124006,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124007,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124008,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124019,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,0
124023,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124024,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124025,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124026,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
124027,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124028,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124029,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124030,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
124031,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124101,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124110,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124114,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124115,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124116,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124117,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124118,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124119,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124120,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124121,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124122,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124123,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124124,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124125,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124126,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124127,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124128,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124129,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124130,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124131,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124132,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124133,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124134,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124135,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124136,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124137,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124138,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124139,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124140,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124203,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124204,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124205,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124301,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124302,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124304,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124305,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124306,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124307,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124308,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124309,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124310,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124311,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124312,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124314,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124315,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124316,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124317,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124318,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124320,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124321,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124322,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124323,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124324,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124325,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124402,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
124403,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124405,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124407,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124408,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124409,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124410,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
124413,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124415,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124416,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124417,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124418,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124419,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124420,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124421,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124422,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124423,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124424,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124425,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124426,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124427,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124428,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124429,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124430,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124502,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124503,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124509,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124510,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124511,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124515,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124516,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124517,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124518,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124519,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124520,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124521,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124522,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124523,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124524,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124525,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124526,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124527,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124528,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124529,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124530,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124531,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
124532,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
124533,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
124605,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125000,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,0
125002,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
125003,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
125008,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
125009,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,0
125010,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
125012,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125021,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125022,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125023,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125024,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125025,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125026,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125027,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125028,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125029,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125030,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125031,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125032,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125034,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125035,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125036,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125040,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125041,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125043,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125045,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
125046,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
125057,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125061,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125062,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125063,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125064,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125065,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125066,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125067,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125068,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125069,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125070,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125071,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125072,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125073,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125074,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125079,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125080,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125081,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125082,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125083,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125084,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125086,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125087,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125088,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
125105,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125107,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125108,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125109,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,3
125119,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125122,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
125123,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125202,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
125203,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126001,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126006,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126007,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126008,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126009,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126010,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126011,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126013,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126014,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126015,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126025,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126027,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126103,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126104,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126105,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126106,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126107,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126108,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126109,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126117,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126118,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126119,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126120,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126121,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126122,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126123,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126124,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126126,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126127,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126128,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126129,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126130,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126131,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126132,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126133,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126135,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126136,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126139,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126140,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126141,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126143,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126145,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126146,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126147,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126148,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126149,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126150,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126151,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126153,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
126154,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
127001,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
127020,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
127110,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
130001,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
131000,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,0
131002,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
131003,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
131025,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,0
131026,ACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,0,0
131031,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Difficult Terrain ,2,0,3
