Pincode,Pickup,Delivery,city,state,Oda Charge BucketName,Oda Charge BucketValue,Opa Extra Tat,Oda Extra Tat
533213,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533214,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533215,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533216,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533217,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533218,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533220,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533221,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533222,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533223,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533228,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533229,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533232,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533233,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533234,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533235,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533236,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533237,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533238,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533239,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533240,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533241,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533242,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
533244,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533247,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533248,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533249,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533250,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533251,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533252,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533253,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533254,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533255,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533256,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533260,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533261,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533262,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533263,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533264,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533274,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533284,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533285,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533286,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533287,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533288,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533289,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533290,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533291,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533292,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,0
533293,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,XX-XX,0,0,0
533294,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533295,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533296,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533297,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533305,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533306,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533307,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533308,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533309,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533339,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533340,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533341,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533342,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
533343,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533344,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533345,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533346,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533347,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533348,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533349,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533350,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533351,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533352,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533401,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533406,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533407,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533408,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533428,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533429,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533430,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533431,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533432,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533433,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533434,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533435,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533436,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533437,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533440,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533444,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533445,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533446,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533447,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533448,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533449,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533450,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533451,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533461,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533462,ACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
533463,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533464,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533468,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533483,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
533577,INACTIVE ,ACTIVE ,EAST GODAVARI,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522001,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522002,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522003,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522004,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522005,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522006,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522007,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522009,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522015,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522016,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522017,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522018,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522019,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522020,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522034,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522101,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522102,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522111,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522112,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522113,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522124,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522201,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522202,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522211,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522212,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522213,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522233,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522234,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522235,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522236,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522237,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522238,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522256,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
522257,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522258,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522259,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
522261,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522262,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522264,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522265,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
522268,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522301,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522302,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522303,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522304,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522305,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522306,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522307,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522308,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522309,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
522310,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522311,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522312,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522313,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522314,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522315,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522316,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,0
522317,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522318,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522324,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522325,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522329,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522330,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522341,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522401,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522402,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522403,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522408,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522409,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522410,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522411,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522412,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522413,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522414,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522415,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522421,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522426,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522435,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522436,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522437,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522438,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522439,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522501,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522502,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,XX-XX,0,0,0
522503,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522508,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522509,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522510,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522529,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522549,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522601,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522603,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522611,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522612,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522613,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522614,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522615,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522616,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522617,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522619,ACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
522626,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522646,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522647,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522649,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522657,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522658,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522659,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522660,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
522661,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
522663,INACTIVE ,ACTIVE ,GUNTUR,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
520001,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520002,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520003,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520004,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520007,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520008,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520010,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520011,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520012,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520013,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
520015,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521001,INACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
521002,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521003,INACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
521101,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521102,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521104,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521105,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
521106,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
521107,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521108,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521109,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,XX-XX,0,0,0
521110,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
521111,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
521120,INACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,3
521121,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521122,INACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Rivigo Extension 1 ,3,0,3
521125,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521126,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521130,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521131,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521132,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521133,ACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,2
521134,INACTIVE ,ACTIVE ,KRISHNA,ANDHRA PRADESH,Outside Delivery Area ,1,0,0
